Foremost version 1.5.7 by Jesse Kornblum, Kris Kendall, and Nick Mikus
Audit File

Foremost started at Sat Sep 26 15:22:17 2020
Invocation: foremost capture.pcap 
Output directory: /home/kali/Desktop/output
Configuration file: /etc/foremost.conf
------------------------------------------------------------------
File: capture.pcap
Start: Sat Sep 26 15:22:17 2020
Length: 16 MB (17516102 bytes)
 
Num	 Name (bs=512)	       Size	 File Offset	 Comment 
504:	00020088.jpg 	      19 KB 	   10285409 	 
505:	00020128.jpg 	      19 KB 	   10305659 	 
506:	00020167.jpg 	      19 KB 	   10325842 	 
507:	00020207.jpg 	      19 KB 	   10346025 	 
508:	00020246.jpg 	      19 KB 	   10366058 	 
509:	00020285.jpg 	      19 KB 	   10386091 	 
510:	00020324.jpg 	      19 KB 	   10406220 	 
511:	00020363.jpg 	      19 KB 	   10426349 	 
512:	00020404.jpg 	      19 KB 	   10446867 	 
513:	00020444.jpg 	      19 KB 	   10467385 	 
514:	00020484.jpg 	      19 KB 	   10487944 	 
515:	00020524.jpg 	      19 KB 	   10508503 	 
516:	00020564.jpg 	      19 KB 	   10529154 	 
517:	00020605.jpg 	      19 KB 	   10549805 	 
518:	00020645.jpg 	      19 KB 	   10570380 	 
519:	00020685.jpg 	      19 KB 	   10590955 	 
520:	00020725.jpg 	      19 KB 	   10611419 	 
521:	00020765.jpg 	      19 KB 	   10631883 	 
522:	00020805.jpg 	      19 KB 	   10652193 	 
523:	00020844.jpg 	      19 KB 	   10672503 	 
524:	00020884.jpg 	      19 KB 	   10692968 	 
525:	00020924.jpg 	      19 KB 	   10713433 	 
526:	00020964.jpg 	      19 KB 	   10733999 	 
527:	00021005.jpg 	      19 KB 	   10754565 	 
528:	00021045.jpg 	      19 KB 	   10775168 	 
529:	00021085.jpg 	      20 KB 	   10795771 	 
530:	00021125.jpg 	      20 KB 	   10816510 	 
531:	00021166.jpg 	      19 KB 	   10837249 	 
532:	00021206.jpg 	      19 KB 	   10857893 	 
533:	00021247.jpg 	      19 KB 	   10878537 	 
534:	00021287.jpg 	      19 KB 	   10899127 	 
535:	00021327.jpg 	      19 KB 	   10919717 	 
536:	00021368.jpg 	      19 KB 	   10940442 	 
537:	00021408.jpg 	      20 KB 	   10961167 	 
538:	00021449.jpg 	      20 KB 	   10982040 	 
539:	00021490.jpg 	      20 KB 	   11002913 	 
540:	00021530.jpg 	      20 KB 	   11023661 	 
541:	00021571.jpg 	      19 KB 	   11044409 	 
542:	00021611.jpg 	      19 KB 	   11065016 	 
543:	00021651.jpg 	      19 KB 	   11085623 	 
544:	00021691.jpg 	      19 KB 	   11106238 	 
545:	00021732.jpg 	      19 KB 	   11126853 	 
546:	00021772.jpg 	      19 KB 	   11147315 	 
547:	00021812.jpg 	      19 KB 	   11167777 	 
548:	00021852.jpg 	      19 KB 	   11188462 	 
549:	00021892.jpg 	      20 KB 	   11209147 	 
550:	00021933.jpg 	      20 KB 	   11230021 	 
551:	00021974.jpg 	      20 KB 	   11250895 	 
552:	00022015.jpg 	      20 KB 	   11271891 	 
553:	00022056.jpg 	      20 KB 	   11292887 	 
554:	00022096.jpg 	      20 KB 	   11313655 	 
555:	00022137.jpg 	      19 KB 	   11334423 	 
556:	00022177.jpg 	      19 KB 	   11355129 	 
557:	00022218.jpg 	      19 KB 	   11375835 	 
558:	00022258.jpg 	      19 KB 	   11396418 	 
559:	00022298.jpg 	      19 KB 	   11417001 	 
560:	00022339.jpg 	      19 KB 	   11437604 	 
561:	00022379.jpg 	      20 KB 	   11458207 	 
562:	00022420.jpg 	      20 KB 	   11479127 	 
563:	00022461.jpg 	      20 KB 	   11500047 	 
564:	00022501.jpg 	      20 KB 	   11520979 	 
565:	00022542.jpg 	      20 KB 	   11541911 	 
566:	00022583.jpg 	      20 KB 	   11562849 	 
567:	00022624.jpg 	      20 KB 	   11583787 	 
568:	00022665.jpg 	      20 KB 	   11604565 	 
569:	00022705.jpg 	      20 KB 	   11625343 	 
570:	00022746.jpg 	      20 KB 	   11646083 	 
571:	00022786.jpg 	      19 KB 	   11666823 	 
572:	00022827.jpg 	      19 KB 	   11687475 	 
573:	00022867.jpg 	      20 KB 	   11708127 	 
574:	00022908.jpg 	      20 KB 	   11729023 	 
575:	00022949.jpg 	      20 KB 	   11749919 	 
576:	00022989.jpg 	      20 KB 	   11770820 	 
577:	00023030.jpg 	      20 KB 	   11791721 	 
578:	00023071.jpg 	      20 KB 	   11812569 	 
579:	00023112.jpg 	      20 KB 	   11833417 	 
580:	00023152.jpg 	      20 KB 	   11854225 	 
581:	00023193.jpg 	      19 KB 	   11875033 	 
582:	00023233.jpg 	      19 KB 	   11895701 	 
583:	00023274.jpg 	      19 KB 	   11916369 	 
584:	00023314.jpg 	      19 KB 	   11937011 	 
585:	00023354.jpg 	      20 KB 	   11957653 	 
586:	00023395.jpg 	      20 KB 	   11978524 	 
587:	00023436.jpg 	      20 KB 	   11999395 	 
588:	00023477.jpg 	      20 KB 	   12020295 	 
589:	00023517.jpg 	      20 KB 	   12041195 	 
590:	00023558.jpg 	      20 KB 	   12062047 	 
591:	00023599.jpg 	      20 KB 	   12082899 	 
592:	00023640.jpg 	      20 KB 	   12103746 	 
593:	00023680.jpg 	      19 KB 	   12124593 	 
594:	00023721.jpg 	      19 KB 	   12145288 	 
595:	00023761.jpg 	      20 KB 	   12165983 	 
596:	00023802.jpg 	      20 KB 	   12186758 	 
597:	00023842.jpg 	      20 KB 	   12207533 	 
598:	00023883.jpg 	      20 KB 	   12228486 	 
599:	00023924.jpg 	      20 KB 	   12249439 	 
600:	00023965.jpg 	      20 KB 	   12270504 	 
601:	00024006.jpg 	      20 KB 	   12291569 	 
602:	00024048.jpg 	      20 KB 	   12312605 	 
603:	00024089.jpg 	      20 KB 	   12333641 	 
604:	00024130.jpg 	      20 KB 	   12354577 	 
605:	00024170.jpg 	      20 KB 	   12375513 	 
606:	00024211.jpg 	      20 KB 	   12396285 	 
607:	00024252.jpg 	      20 KB 	   12417057 	 
608:	00024292.jpg 	      20 KB 	   12437906 	 
609:	00024333.jpg 	      20 KB 	   12458755 	 
610:	00024374.jpg 	      20 KB 	   12479768 	 
611:	00024415.jpg 	      20 KB 	   12500781 	 
612:	00024456.jpg 	      20 KB 	   12521783 	 
613:	00024497.jpg 	      20 KB 	   12542785 	 
614:	00024538.jpg 	      20 KB 	   12563726 	 
615:	00024579.jpg 	      20 KB 	   12584667 	 
616:	00024620.jpg 	      20 KB 	   12605688 	 
617:	00024661.jpg 	      20 KB 	   12626709 	 
618:	00024702.jpg 	      20 KB 	   12647475 	 
619:	00024742.jpg 	      20 KB 	   12668241 	 
620:	00024783.jpg 	      20 KB 	   12688978 	 
621:	00024823.jpg 	      20 KB 	   12709715 	 
622:	00024864.jpg 	      20 KB 	   12730672 	 
623:	00024905.jpg 	      20 KB 	   12751629 	 
624:	00024946.jpg 	      20 KB 	   12772563 	 
625:	00024987.jpg 	      20 KB 	   12793497 	 
626:	00025027.jpg 	      20 KB 	   12814268 	 
627:	00025068.jpg 	      19 KB 	   12835039 	 
628:	00025108.jpg 	      19 KB 	   12855515 	 
629:	00025148.jpg 	      19 KB 	   12875991 	 
630:	00025188.jpg 	      19 KB 	   12896525 	 
631:	00025228.jpg 	      19 KB 	   12917059 	 
632:	00025268.jpg 	      19 KB 	   12937647 	 
633:	00025309.jpg 	      20 KB 	   12958235 	 
634:	00025349.jpg 	      20 KB 	   12979008 	 
635:	00025390.jpg 	      20 KB 	   12999781 	 
636:	00025431.jpg 	      20 KB 	   13020710 	 
637:	00025471.jpg 	      20 KB 	   13041639 	 
638:	00025512.jpg 	      20 KB 	   13062512 	 
639:	00025553.jpg 	      20 KB 	   13083385 	 
640:	00025594.jpg 	      20 KB 	   13104211 	 
641:	00025634.jpg 	      19 KB 	   13125037 	 
642:	00025675.jpg 	      19 KB 	   13145623 	 
643:	00025715.jpg 	      19 KB 	   13166209 	 
644:	00025755.jpg 	      19 KB 	   13186711 	 
645:	00025795.jpg 	      19 KB 	   13207213 	 
646:	00025835.jpg 	      19 KB 	   13227921 	 
647:	00025876.jpg 	      20 KB 	   13248629 	 
648:	00025916.jpg 	      20 KB 	   13269468 	 
649:	00025957.jpg 	      20 KB 	   13290307 	 
650:	00025998.jpg 	      20 KB 	   13311237 	 
651:	00026039.jpg 	      20 KB 	   13332167 	 
652:	00026079.jpg 	      20 KB 	   13352903 	 
653:	00026120.jpg 	      19 KB 	   13373639 	 
654:	00026160.jpg 	      19 KB 	   13394298 	 
655:	00026201.jpg 	      19 KB 	   13414957 	 
656:	00026241.jpg 	      19 KB 	   13435500 	 
657:	00026281.jpg 	      19 KB 	   13456043 	 
658:	00026321.jpg 	      19 KB 	   13476547 	 
659:	00026361.jpg 	      19 KB 	   13497051 	 
660:	00026401.jpg 	      19 KB 	   13517662 	 
661:	00026441.jpg 	      19 KB 	   13538273 	 
662:	00026482.jpg 	      19 KB 	   13558918 	 
663:	00026522.jpg 	      20 KB 	   13579563 	 
664:	00026563.jpg 	      20 KB 	   13600361 	 
665:	00026603.jpg 	      20 KB 	   13621159 	 
666:	00026644.jpg 	      20 KB 	   13641991 	 
667:	00026685.jpg 	      20 KB 	   13662823 	 
668:	00026725.jpg 	      20 KB 	   13683561 	 
669:	00026766.jpg 	      20 KB 	   13704299 	 
670:	00026806.jpg 	      20 KB 	   13725089 	 
671:	00026847.jpg 	      20 KB 	   13745879 	 
672:	00026888.jpg 	      20 KB 	   13766779 	 
673:	00026929.jpg 	      20 KB 	   13787679 	 
674:	00026969.jpg 	      20 KB 	   13808577 	 
675:	00027010.jpg 	      19 KB 	   13829475 	 
676:	00027051.jpg 	      19 KB 	   13850153 	 
677:	00027091.jpg 	      19 KB 	   13870831 	 
678:	00027131.jpg 	      19 KB 	   13891475 	 
679:	00027172.jpg 	      19 KB 	   13912119 	 
680:	00027212.jpg 	      19 KB 	   13932754 	 
681:	00027252.jpg 	      19 KB 	   13953389 	 
682:	00027292.jpg 	      19 KB 	   13973889 	 
683:	00027332.jpg 	      19 KB 	   13994389 	 
684:	00027373.jpg 	      19 KB 	   14015062 	 
685:	00027413.jpg 	      20 KB 	   14035735 	 
686:	00027454.jpg 	      20 KB 	   14056568 	 
687:	00027494.jpg 	      20 KB 	   14077401 	 
688:	00027535.jpg 	      20 KB 	   14098310 	 
689:	00027576.jpg 	      20 KB 	   14119219 	 
690:	00027617.jpg 	      20 KB 	   14140020 	 
691:	00027657.jpg 	      19 KB 	   14160821 	 
692:	00027697.jpg 	      19 KB 	   14181241 	 
693:	00027737.jpg 	      19 KB 	   14201661 	 
694:	00027777.jpg 	      19 KB 	   14222204 	 
695:	00027817.jpg 	      19 KB 	   14242747 	 
696:	00027858.jpg 	      19 KB 	   14263384 	 
697:	00027898.jpg 	      20 KB 	   14284021 	 
698:	00027939.jpg 	      20 KB 	   14304781 	 
699:	00027979.jpg 	      20 KB 	   14325541 	 
700:	00028020.jpg 	      20 KB 	   14346290 	 
701:	00028060.jpg 	      20 KB 	   14367039 	 
702:	00028101.jpg 	      20 KB 	   14387853 	 
703:	00028141.jpg 	      20 KB 	   14408667 	 
704:	00028182.jpg 	      20 KB 	   14429460 	 
705:	00028223.jpg 	      19 KB 	   14450253 	 
706:	00028263.jpg 	      19 KB 	   14470876 	 
707:	00028303.jpg 	      19 KB 	   14491499 	 
708:	00028344.jpg 	      19 KB 	   14512205 	 
709:	00028384.jpg 	      20 KB 	   14532911 	 
710:	00028425.jpg 	      20 KB 	   14553674 	 
711:	00028465.jpg 	      20 KB 	   14574437 	 
712:	00028506.jpg 	      20 KB 	   14595266 	 
713:	00028547.jpg 	      20 KB 	   14616095 	 
714:	00028587.jpg 	      20 KB 	   14636850 	 
715:	00028628.jpg 	      20 KB 	   14657605 	 
716:	00028668.jpg 	      20 KB 	   14678360 	 
717:	00028709.jpg 	      20 KB 	   14699141 	 
718:	00028749.jpg 	      20 KB 	   14719874 	 
719:	00028790.jpg 	      20 KB 	   14740607 	 
720:	00028830.jpg 	      20 KB 	   14761436 	 
721:	00028871.jpg 	      20 KB 	   14782265 	 
722:	00028912.jpg 	      20 KB 	   14803094 	 
723:	00028953.jpg 	      20 KB 	   14824001 	 
724:	00028993.jpg 	      20 KB 	   14844918 	 
725:	00029034.jpg 	      20 KB 	   14865835 	 
726:	00029075.jpg 	      20 KB 	   14886720 	 
727:	00029116.jpg 	      20 KB 	   14907605 	 
728:	00029157.jpg 	      20 KB 	   14928478 	 
729:	00029197.jpg 	      20 KB 	   14949351 	 
730:	00029238.jpg 	      19 KB 	   14970224 	 
731:	00029279.jpg 	      19 KB 	   14990946 	 
732:	00029319.jpg 	      20 KB 	   15011668 	 
733:	00029360.jpg 	      20 KB 	   15032437 	 
734:	00029400.jpg 	      20 KB 	   15053246 	 
735:	00029441.jpg 	      20 KB 	   15074055 	 
736:	00029482.jpg 	      20 KB 	   15094909 	 
737:	00029522.jpg 	      20 KB 	   15115763 	 
738:	00029563.jpg 	      20 KB 	   15136617 	 
739:	00029604.jpg 	      20 KB 	   15157490 	 
740:	00029645.jpg 	      20 KB 	   15178363 	 
741:	00029685.jpg 	      20 KB 	   15199199 	 
742:	00029726.jpg 	      19 KB 	   15220035 	 
743:	00029766.jpg 	      19 KB 	   15240664 	 
744:	00029807.jpg 	      19 KB 	   15261293 	 
745:	00029847.jpg 	      19 KB 	   15281920 	 
746:	00029887.jpg 	      20 KB 	   15302547 	 
747:	00029928.jpg 	      20 KB 	   15323353 	 
748:	00029969.jpg 	      20 KB 	   15344159 	 
749:	00030009.jpg 	      19 KB 	   15364934 	 
750:	00030050.jpg 	      19 KB 	   15385620 	 
751:	00030090.jpg 	      19 KB 	   15406306 	 
752:	00030130.jpg 	      19 KB 	   15426992 	 
753:	00030171.jpg 	      19 KB 	   15447632 	 
754:	00030211.jpg 	      19 KB 	   15468272 	 
755:	00030251.jpg 	      19 KB 	   15488801 	 
756:	00030291.jpg 	      19 KB 	   15509330 	 
757:	00030331.jpg 	      19 KB 	   15529819 	 
758:	00030371.jpg 	      19 KB 	   15550308 	 
759:	00030411.jpg 	      19 KB 	   15570891 	 
760:	00030452.jpg 	      19 KB 	   15591474 	 
761:	00030492.jpg 	      19 KB 	   15612009 	 
762:	00030532.jpg 	      19 KB 	   15632544 	 
763:	00030572.jpg 	      19 KB 	   15652897 	 
764:	00030611.jpg 	      19 KB 	   15673250 	 
765:	00030651.jpg 	      19 KB 	   15693569 	 
766:	00030691.jpg 	      19 KB 	   15713888 	 
767:	00030730.jpg 	      19 KB 	   15734070 	 
768:	00030770.jpg 	      19 KB 	   15754252 	 
769:	00030809.jpg 	      19 KB 	   15774364 	 
770:	00030848.jpg 	      19 KB 	   15794476 	 
771:	00030888.jpg 	      19 KB 	   15814664 	 
772:	00030927.jpg 	      19 KB 	   15834852 	 
773:	00030966.jpg 	      19 KB 	   15854973 	 
774:	00031006.jpg 	      19 KB 	   15875094 	 
775:	00031045.jpg 	      19 KB 	   15895153 	 
776:	00031084.jpg 	      19 KB 	   15915212 	 
777:	00031123.jpg 	      19 KB 	   15935077 	 
778:	00031161.jpg 	      18 KB 	   15954942 	 
779:	00031200.jpg 	      18 KB 	   15974624 	 
780:	00031238.jpg 	      19 KB 	   15994306 	 
781:	00031277.jpg 	      19 KB 	   16014071 	 
782:	00031316.jpg 	      19 KB 	   16033836 	 
783:	00031354.jpg 	      19 KB 	   16053632 	 
784:	00031393.jpg 	      19 KB 	   16073428 	 
785:	00031431.jpg 	      19 KB 	   16093179 	 
786:	00031470.jpg 	      19 KB 	   16112930 	 
787:	00031509.jpg 	      19 KB 	   16132653 	 
788:	00031547.jpg 	      18 KB 	   16152376 	 
789:	00031585.jpg 	      18 KB 	   16171985 	 
790:	00031624.jpg 	      18 KB 	   16191594 	 
791:	00031662.jpg 	      18 KB 	   16211060 	 
792:	00031700.jpg 	      18 KB 	   16230526 	 
793:	00031737.jpg 	      18 KB 	   16249823 	 
794:	00031775.jpg 	      18 KB 	   16269120 	 
795:	00031813.jpg 	      18 KB 	   16288469 	 
796:	00031851.jpg 	      18 KB 	   16307818 	 
797:	00031888.jpg 	      18 KB 	   16327158 	 
798:	00031926.jpg 	      18 KB 	   16346498 	 
799:	00031964.jpg 	      18 KB 	   16365754 	 
800:	00032001.jpg 	      18 KB 	   16385010 	 
801:	00032039.jpg 	      18 KB 	   16404171 	 
802:	00032076.jpg 	      18 KB 	   16423332 	 
803:	00032114.jpg 	      18 KB 	   16442385 	 
804:	00032151.jpg 	      18 KB 	   16461438 	 
805:	00032188.jpg 	      18 KB 	   16480499 	 
806:	00032225.jpg 	      18 KB 	   16499560 	 
807:	00032262.jpg 	      18 KB 	   16518555 	 
808:	00032299.jpg 	      18 KB 	   16537550 	 
809:	00032337.jpg 	      18 KB 	   16556560 	 
810:	00032374.jpg 	      18 KB 	   16575570 	 
811:	00032411.jpg 	      18 KB 	   16594517 	 
812:	00032448.jpg 	      18 KB 	   16613464 	 
813:	00032485.jpg 	      18 KB 	   16632352 	 
814:	00032521.jpg 	      18 KB 	   16651240 	 
815:	00032558.jpg 	      18 KB 	   16670044 	 
816:	00032595.jpg 	      18 KB 	   16688848 	 
817:	00032632.jpg 	      18 KB 	   16707674 	 
818:	00032668.jpg 	      18 KB 	   16726500 	 
819:	00032705.jpg 	      18 KB 	   16745277 	 
820:	00032742.jpg 	      18 KB 	   16764054 	 
821:	00032778.jpg 	      18 KB 	   16782757 	 
822:	00032815.jpg 	      17 KB 	   16801460 	 
823:	00032851.jpg 	      17 KB 	   16820081 	 
824:	00032888.jpg 	      17 KB 	   16838702 	 
825:	00032924.jpg 	      17 KB 	   16857273 	 
826:	00032960.jpg 	      17 KB 	   16875844 	 
827:	00032996.jpg 	      17 KB 	   16894312 	 
828:	00033032.jpg 	      17 KB 	   16912780 	 
829:	00033068.jpg 	      17 KB 	   16931130 	 
830:	00033104.jpg 	      17 KB 	   16949480 	 
831:	00033140.jpg 	      17 KB 	   16967806 	 
832:	00033176.jpg 	      17 KB 	   16986132 	 
833:	00033211.jpg 	      17 KB 	   17004374 	 
834:	00033247.jpg 	      17 KB 	   17022616 	 
835:	00033282.jpg 	      17 KB 	   17040806 	 
836:	00033318.jpg 	      17 KB 	   17058996 	 
837:	00033353.jpg 	      17 KB 	   17077074 	 
838:	00033388.jpg 	      17 KB 	   17095152 	 
839:	00033424.jpg 	      17 KB 	   17113146 	 
840:	00033459.jpg 	      17 KB 	   17131140 	 
841:	00033494.jpg 	      17 KB 	   17149143 	 
842:	00033529.jpg 	      17 KB 	   17167146 	 
843:	00033564.jpg 	      17 KB 	   17185071 	 
844:	00033599.jpg 	      17 KB 	   17202996 	 
845:	00033634.jpg 	      17 KB 	   17220869 	 
846:	00033669.jpg 	      17 KB 	   17238742 	 
847:	00033704.jpg 	      17 KB 	   17256448 	 
848:	00033738.jpg 	      16 KB 	   17274154 	 
849:	00033772.jpg 	      16 KB 	   17291654 	 
850:	00033806.jpg 	      16 KB 	   17309154 	 
851:	00033840.jpg 	      16 KB 	   17326537 	 
852:	00033874.jpg 	      16 KB 	   17343920 	 
853:	00033908.jpg 	      16 KB 	   17361223 	 
854:	00033942.jpg 	      16 KB 	   17378526 	 
855:	00033976.jpg 	      16 KB 	   17395895 	 
856:	00034010.jpg 	      16 KB 	   17413264 	 
857:	00034044.jpg 	      16 KB 	   17430632 	 
858:	00034078.jpg 	      16 KB 	   17448000 	 
859:	00034112.jpg 	      16 KB 	   17465415 	 
860:	00034146.jpg 	      16 KB 	   17482830 	 
Finish: Sat Sep 26 15:22:17 2020

861 FILES EXTRACTED
	
jpg:= 861
------------------------------------------------------------------

Foremost finished at Sat Sep 26 15:22:17 2020
